Number|Unit|Chinese|Pinyin|Part of Speech|English|Chinese Example|Example Pinyin|English Translation
570|Unit 10|储蓄|chǔxù|v./n.|save; savings|定期储蓄；活期储蓄；多年的储蓄；有不少储蓄|dìngqī chǔxù; huóqī chǔxù; duōnián de chǔxù; yǒu bù shǎo chǔxù|fixed-term savings; current savings; many years of savings; have quite a lot of savings
571|Unit 10|触动|chùdòng|v.|touch; offend; stir up|触动了开关；触动他人利益；触动老人的心事|chùdòng le kāiguān; chùdòng tārén lìyì; chùdòng lǎorén de xīnshì|touched the switch; harmed others' interests; stirred up the old person's worries
572|Unit 10|触犯|chùfàn|v.|offend; violate|触犯他人利益；触犯法律|chùfàn tārén lìyì; chùfàn fǎlǜ|offend others' interests; violate the law
573|Unit 10|触觉|chùjué|n.|tactile sensation|依靠触觉；良好的触觉|yīkào chùjué; liánghǎo de chùjué|rely on touch; a good sense of touch
574|Unit 10|触摸|chùmō|v.|touch|轻轻触摸；触摸伤口|qīngqīng chùmō; chùmō shāngkǒu|touch gently; touch the wound
575|Unit 10|触目惊心|chùmù-jīngxīn|adj.|startling; shocking|触目惊心的场景；触目惊心的丑闻|chùmù-jīngxīn de chǎngjǐng; chùmù-jīngxīn de chǒuwén|a shocking scene; a shocking scandal
576|Unit 10|揣|chuāi|v.|carry in one's clothes|揣在口袋里；揣在身上|chuāi zài kǒudài lǐ; chuāi zài shēnshang|carry in a pocket; carry on oneself
577|Unit 10|揣测|chuǎicè|v.|conjecture|揣测意思；揣测了半天|chuǎicè yìsi; chuǎicè le bàntiān|guess the meaning; conjectured for a long time
578|Unit 10|揣摩|chuǎimó|v.|speculate; ponder|仔细揣摩；揣摩不透|zǐxì chuǎimó; chuǎimó bù tòu|ponder carefully; be unable to figure out
579|Unit 10|踹|chuài|v.|kick|踹门；踹不开|chuài mén; chuài bù kāi|kick the door; cannot kick it open
580|Unit 10|川流不息|chuānliú-bùxī|idiom|flow past in an endless stream|汽车川流不息；行人川流不息|qìchē chuānliú-bùxī; xíngrén chuānliú-bùxī|cars flow past endlessly; pedestrians stream by endlessly
581|Unit 10|穿过|chuānguò|v.|go through|穿过人群；穿过街道|chuānguò rénqún; chuānguò jiēdào|go through the crowd; cross the street
582|Unit 10|穿小鞋|chuān xiǎoxié|verb-object|make things hard for someone|给……穿小鞋|gěi ... chuān xiǎoxié|make things hard for someone
583|Unit 10|穿越|chuānyuè|v.|pass through|穿越沙漠；穿越边境|chuānyuè shāmò; chuānyuè biānjìng|cross the desert; cross the border
584|Unit 10|穿着|chuānzhuó|n.|dress; apparel|穿着讲究；合适的穿着|chuānzhuó jiǎngjiu; héshì de chuānzhuó|particular about dress; suitable clothing
585|Unit 10|传承|chuánchéng|v./n.|inherit and pass on; inheritance|传承下去；传承给下一代；文化传承；艺术传承|chuánchéng xiàqù; chuánchéng gěi xià yí dài; wénhuà chuánchéng; yìshù chuánchéng|pass it down; pass on to the next generation; cultural inheritance; artistic inheritance
586|Unit 10|传奇|chuánqí|n.|legend|传奇故事；传奇人物|chuánqí gùshi; chuánqí rénwù|legendary story; legendary figure
587|Unit 10|传染|chuánrǎn|v.|infect|传染性疾病；传染给别人|chuánrǎn xìng jíbìng; chuánrǎn gěi biérén|infectious disease; infect others
588|Unit 10|传染病|chuánrǎnbìng|n.|infectious disease|传染病防治；得传染病|chuánrǎnbìng fángzhì; dé chuánrǎnbìng|prevention and treatment of infectious diseases; get an infectious disease
589|Unit 10|传人|chuánrén|n.|disciple; offspring|功夫传人；学术传人|gōngfu chuánrén; xuéshù chuánrén|a successor in kung fu; an academic successor
590|Unit 10|传授|chuánshòu|v.|teach|传授经验；这个技术是他父亲传授给他的|chuánshòu jīngyàn; zhè ge jìshù shì tā fùqin chuánshòu gěi tā de|pass on experience; this skill was taught to him by his father
591|Unit 10|传闻|chuánwén|v./n.|it is said; hearsay|传闻他回国了；传闻不如亲见；据传闻；不要轻易相信传闻|chuánwén tā huíguó le; chuánwén bùrú qīnjiàn; jù chuánwén; bú yào qīngyì xiāngxìn chuánwén|it is said he returned to China; hearsay is not as good as seeing in person; according to hearsay; do not easily believe rumors
592|Unit 10|船舶|chuánbó|n.|ships|制造船舶；船舶行业|zhìzào chuánbó; chuánbó hángyè|manufacture ships; ship industry
593|Unit 10|船桨|chuánjiǎng|n.|oar|抓住船桨；划动船桨|zhuāzhù chuánjiǎng; huádòng chuánjiǎng|grab the oar; move the oar
594|Unit 10|喘|chuǎn|v.|pant|喘口气；喘不过气|chuǎn kǒu qì; chuǎn bú guò qì|take a breath; be unable to catch one's breath
595|Unit 10|喘息|chuǎnxī|v.|gasp for breath; have a breathing spell|喘息不止；一个喘息的机会|chuǎnxī bùzhǐ; yí ge chuǎnxī de jīhuì|gasp for breath without stopping; a chance to catch one's breath
596|Unit 10|串门|chuànmén|verb-object|call on someone; drop in|老太太经常出去串门；到舅舅家串个门|lǎotàitai jīngcháng chūqù chuànmén; dào jiùjiu jiā chuàn ge mén|the old lady often goes out to visit neighbors; drop in at uncle's home
597|Unit 10|创伤|chuāngshāng|n.|trauma|腿上的创伤；精神上的创伤|tuǐ shàng de chuāngshāng; jīngshén shàng de chuāngshāng|trauma on the leg; mental trauma
598|Unit 10|床位|chuángwèi|n.|bed|宾馆的床位；医院床位|bīnguǎn de chuángwèi; yīyuàn chuángwèi|hotel bed; hospital bed
599|Unit 10|创|chuàng|v.|create|初创；创纪录|chūchuàng; chuàng jìlù|newly established; set a record
600|Unit 10|创始人|chuàngshǐrén|n.|founder|两位创始人；公司创始人|liǎng wèi chuàngshǐrén; gōngsī chuàngshǐrén|two founders; company founder
1021|Unit 18|发酵|fājiào|v.|ferment|发酵酒；发酵技术|fājiào jiǔ; fājiào jìshù|fermented wine; fermentation technology
1022|Unit 18|发掘|fājué|v.|dig; explore|发掘古物；发掘人才|fājué gǔwù; fājué réncái|excavate antiquities; discover talent
1023|Unit 18|发愣|fālèng|v.|be in a daze|整天发愣；你发什么愣啊|zhěngtiān fālèng; nǐ fā shénme lèng a|be in a daze all day; what are you staring at?
1024|Unit 18|发脾气|fā píqi|v.|lose one's temper|大发脾气；想发脾气|dà fā píqi; xiǎng fā píqi|lose one's temper badly; feel like losing one's temper
1025|Unit 18|发起人|fāqǐrén|n.|sponsor; initiator|活动发起人|huódòng fāqǐrén|event organizer
1026|Unit 18|发热|fārè|v.|have a fever; generate heat|发光发热；额头发热|fāguāng fārè; étóu fārè|give off light and heat; forehead feels hot
1027|Unit 18|发誓|fāshì|v.|swear|发誓报仇；发过誓|fāshì bàochóu; fā guò shì|swear revenge; have sworn an oath
1028|Unit 18|发泄|fāxiè|v.|give vent to|发泄不满；发泄怒气|fāxiè bùmǎn; fāxiè nùqì|vent dissatisfaction; vent anger
1029|Unit 18|发扬|fāyáng|v.|carry forward|发扬乐于助人的精神|fāyáng lèyú zhùrén de jīngshén|carry forward the spirit of helping others
1030|Unit 18|发扬光大|fāyáng-guāngdà|v.|carry forward and develop|把中华传统文化发扬光大|bǎ Zhōnghuá chuántǒng wénhuà fāyáng guāngdà|carry forward and develop traditional Chinese culture
1031|Unit 18|发育|fāyù|v.|grow; develop|发育良好；正常发育||
1032|Unit 18|发源地|fāyuándì|n.|birthplace; source|文明的发源地；黄河的发源地||
1033|Unit 18|发作|fāzuò|v.|break out|病情发作；药性发作||
1034|Unit 18|阀门|fámén|n.|valve|打开阀门；控制阀门||
1035|Unit 18|发型|fàxíng|n.|hairstyle|新发型；发型师||
1036|Unit 18|帆|fān|n.|sail|船帆；一帆风顺||
1037|Unit 18|帆船|fānchuán|n.|sailboat|帆船运动；帆船比赛||
1038|Unit 18|翻番|fānfān|v.|double|速度翻番；收入翻番||
1039|Unit 18|翻来覆去|fānlái-fùqù|v.|toss about; again and again|翻来覆去睡不着||
1040|Unit 18|翻天覆地|fāntiān-fùdì|adj.|earth-shaking|翻天覆地的变化||
1041|Unit 18|凡|fán|adv.|all; any|凡年满二十岁的学生都可以报名||
1042|Unit 18|烦闷|fánmèn|adj.|moody|心情烦闷；烦闷极了||
1043|Unit 18|烦恼|fánnǎo|adj./n.|annoyed; worries|十分烦恼；减轻烦恼||
1044|Unit 18|烦躁|fánzào|adj.|fidgety|感到烦躁；烦躁不安||
1045|Unit 18|繁华|fánhuá|adj.|thriving|繁华的城市；越来越繁华||
1046|Unit 18|繁忙|fánmáng|adj.|busy|繁忙的生活；工作繁忙||
1047|Unit 18|繁体字|fántǐzì|n.|traditional Chinese character|书写繁体字；使用繁体字||
1048|Unit 18|繁重|fánzhòng|adj.|heavy; burdensome|任务繁重；繁重的劳动||
1049|Unit 18|反驳|fǎnbó|v.|retort|反驳他的观点||
1050|Unit 18|反差|fǎnchā|n.|contrast|明暗反差；前后反差很大||
1051|Unit 18|反常|fǎncháng|adj.|abnormal|天气反常；态度反常|tiānqì fǎncháng; tàidù fǎncháng|abnormal weather; abnormal attitude
1052|Unit 18|反倒|fǎndào|adv.|instead|他没感谢我，反倒埋怨我|tā méi gǎnxiè wǒ, fǎndào mányuàn wǒ|instead of thanking me, he blamed me
1053|Unit 18|反感|fǎngǎn|v./adj.|antipathy|让人反感；对他的行为很反感|ràng rén fǎngǎn; duì tā de xíngwéi hěn fǎngǎn|annoying; strongly dislike his behavior
1054|Unit 18|反过来|fǎn guò lái|adv.|conversely|反过来看；反过来说|fǎn guò lái kàn; fǎn guò lái shuō|look at it the other way; conversely speaking
1055|Unit 18|反击|fǎnjī|v./n.|counterattack|反击战；有力反击|fǎnjī zhàn; yǒulì fǎnjī|counterattack battle; strong counterattack
1056|Unit 18|反馈|fǎnkuì|n./v.|feedback|反馈信息；反馈给我们|fǎnkuì xìnxī; fǎnkuì gěi wǒmen|feedback information; give feedback to us
1057|Unit 18|反面|fǎnmiàn|n.|reverse side|衣服的反面；硬币的正面和反面|yīfu de fǎnmiàn; yìngbì de zhèngmiàn hé fǎnmiàn|reverse side of clothing; heads and tails of a coin
1058|Unit 18|反思|fǎnsī|v.|reflect|进行反思；反思自己|jìnxíng fǎnsī; fǎnsī zìjǐ|reflect; reflect on oneself
1059|Unit 18|反弹|fǎntán|v./n.|rebound|价格反弹；股价反弹|jiàgé fǎntán; gǔjià fǎntán|price rebound; stock rebound
1060|Unit 18|反省|fǎnxǐng|v.|introspect|停职反省；深刻反省|tíngzhí fǎnxǐng; shēnkè fǎnxǐng|suspend oneself for reflection; deeply introspect
1061|Unit 18|返还|fǎnhuán|v.|return|及时返还；返还押金|jíshí fǎnhuán; fǎnhuán yājīn|return promptly; refund a deposit
1062|Unit 18|犯愁|fànchóu|v.|worry|为学业犯愁；犯了愁|wèi xuéyè fànchóu; fàn le chóu|worry about studies; become worried
1063|Unit 18|饭碗|fànwǎn|n.|rice bowl; job|买了几个新的饭碗；丢饭碗|mǎi le jǐ gè xīn de fànwǎn; diū fànwǎn|bought some new bowls; lose one's job
1064|Unit 18|泛滥|fànlàn|v.|be in flood; run rampant|洪水泛滥；思想泛滥|hóngshuǐ fànlàn; sīxiǎng fànlàn|floods overflow; ideas run rampant
1065|Unit 18|范畴|fànchóu|n.|category|经济范畴；语法范畴|jīngjì fànchóu; yǔfǎ fànchóu|economic category; grammatical category
1066|Unit 18|贩卖|fànmài|v.|sell|贩卖水果；贩卖人口|fànmài shuǐguǒ; fànmài rénkǒu|sell fruit; traffic people
1067|Unit 18|方方面面|fāngfāngmiànmiàn|n.|all aspects|生活的方方面面|shēnghuó de fāngfāngmiànmiàn|all aspects of life
1068|Unit 18|方向盘|fāngxiàngpán|n.|steering wheel|掌握方向盘；抓住方向盘|zhǎngwò fāngxiàngpán; zhuāzhù fāngxiàngpán|hold the steering wheel
1069|Unit 18|方言|fāngyán|n.|dialect|说方言；方言区|shuō fāngyán; fāngyán qū|speak a dialect; dialect region
1070|Unit 18|防盗|fángdào|v./adj.|guard against theft|防火防盗；注意防盗|fánghuǒ fángdào; zhùyì fángdào|guard against fire and theft; pay attention to theft prevention
1071|Unit 18|防盗门|fángdàomén|n.|anti-theft door|一扇防盗门；打开防盗门|yí shàn fángdàomén; dǎkāi fángdàomén|a security door; open the security door
1072|Unit 18|防护|fánghù|v./n.|protect|做好防护；防护手套|zuò hǎo fánghù; fánghù shǒutào|take protective measures; protective gloves
1073|Unit 18|防火墙|fánghuǒqiáng|n.|firewall|森林防火墙；安装防火墙|sēnlín fánghuǒqiáng; ānzhuāng fánghuǒqiáng|firebreak; install a firewall
1074|Unit 18|防卫|fángwèi|v./n.|defend|正当防卫；防卫行为|zhèngdàng fángwèi; fángwèi xíngwéi|self-defense; defensive action
1075|Unit 18|防汛|fángxùn|v./n.|prevent flooding|做好防汛工作|zuò hǎo fángxùn gōngzuò|do flood-prevention work well
1076|Unit 18|防疫|fángyì|v./n.|prevent epidemics|防疫措施；防疫体系|fángyì cuòshī; fángyì tǐxì|epidemic-prevention measures; prevention system
1077|Unit 18|防御|fángyù|v./n.|defend|积极防御；防御计划|jījí fángyù; fángyù jìhuà|active defense; defense plan
1078|Unit 18|妨碍|fáng'ài|v.|hinder|妨碍工作；妨碍交通|fáng'ài gōngzuò; fáng'ài jiāotōng|hinder work; obstruct traffic
1079|Unit 18|妨害|fánghài|v.|impair|妨害健康；妨害植物生长|fánghài jiànkāng; fánghài zhíwù shēngzhǎng|harm health; hinder plant growth
1080|Unit 18|房地产|fángdìchǎn|n.|real estate|房地产行业；房地产公司|fángdìchǎn hángyè; fángdìchǎn gōngsī|real-estate industry; real-estate company
1141|Unit 20|粪便|fènbiàn||excrement and urine|动物粪便；粪便经过发酵等程序可以成为肥料||
1142|Unit 20|丰富多彩|fēngfù-duōcǎi||rich and varied|生活丰富多彩；丰富多彩的文化||
1143|Unit 20|丰厚|fēnghòu||rich and generous|收入丰厚；丰厚的礼物||
1144|Unit 20|丰满|fēngmǎn||plentiful; full|粮食丰满；羽毛丰满||
1145|Unit 20|丰盛|fēngshèng||rich and abundant|丰盛的晚餐；丰盛的酒席||
1146|Unit 20|丰硕|fēngshuò||plentiful and substantial|丰硕的果实；成果丰硕||
1147|Unit 20|风波|fēngbō||disturbance|一场风波；政治风波||
1148|Unit 20|风采|fēngcǎi||elegant demeanor|迷人的风采；风采动人||
1149|Unit 20|风餐露宿|fēngcān-lùsù||live rough|风餐露宿的生活；常年风餐露宿||
1150|Unit 20|风范|fēngfàn||style; bearing|大家风范；领袖风范||
1151|Unit 20|风风雨雨|fēngfēngyǔyǔ||difficulties and hardships|经历风风雨雨；那些年的风风雨雨||
1152|Unit 20|风和日丽|fēnghé-rìlì||warm and sunny|风和日丽的好天气||
1153|Unit 20|风浪|fēnglàng||stormy waves|海上的风浪；人生的风浪||
1154|Unit 20|风力|fēnglì||wind power|风力发电||
1155|Unit 20|风流|fēngliú||distinguished and admirable|风流人物；风流才子||
1156|Unit 20|风貌|fēngmào||scene; appearance|民间艺术的风貌；社会生活的新风貌||
1157|Unit 20|风气|fēngqì||atmosphere|社会风气；不良风气||
1158|Unit 20|风情|fēngqíng||local customs; charm|别有一番风情；南国风情||
1159|Unit 20|风趣|fēngqù||flavor; wit|异国风趣；自然的风趣||
1160|Unit 20|风沙|fēngshā||wind-borne sand|漫天风沙；挡住风沙||
1161|Unit 20|风尚|fēngshàng||prevailing custom|社会风尚；流行风尚||
1162|Unit 20|风水|fēngshuǐ||fengshui|看风水；风水宝地||
1163|Unit 20|风味|fēngwèi||flavor|风味小吃；家乡风味||
1164|Unit 20|风雨|fēngyǔ||trials and hardships|风雨大作；经历风雨||
1165|Unit 20|风云|fēngyún||stormy situation|天有不测风云；风云突变||
1166|Unit 20|风筝|fēngzheng||kite|放风筝；风筝线||
1167|Unit 20|封顶|fēngdǐng||top out; cap|大楼封顶；奖金上不封顶||
1168|Unit 20|封建|fēngjiàn||feudal|封建制度；封建社会||
1169|Unit 20|封面|fēngmiàn||cover|书的封面；封面人物||
1170|Unit 20|封锁|fēngsuǒ||blockade|封锁消息；经济封锁||
1171|Unit 20|疯子|fēngzi||lunatic|一个疯子；像个疯子||
1172|Unit 20|峰回路转|fēnghuí-lùzhuǎn||take a turn for the better|形势变化峰回路转||
1173|Unit 20|蜂蜜|fēngmì||honey|蜂蜜水；蜂蜜蛋糕||
1174|Unit 20|逢|féng||meet|相逢；生不逢时||
1175|Unit 20|缝|féng||sew|缝衣服；缝伤口||
1176|Unit 20|缝合|fénghé||suture|缝合伤口||
1177|Unit 20|讽刺|fěngcì||satirize|讽刺画；讽刺别人||
1178|Unit 20|凤凰|fènghuáng||phoenix|凤凰是传说中的动物||
1179|Unit 20|缝|fèng||seam; crack|门缝；见缝插针||
1180|Unit 20|否决|fǒujué||veto|被否决；全票否决||
1181|Unit 20|孵化|fūhuà||hatch|人工孵化；孵化小鸡||
1182|Unit 20|敷|fū||apply; be sufficient|敷药；外敷||
1183|Unit 20|扶持|fúchí||support|扶持乡村小学建设；大力扶持中小型企业||
1184|Unit 20|服饰|fúshì||dress; adornment|流行服饰；漂亮的服饰||
1185|Unit 20|服务器|fúwùqì||server|通信服务器；租用网络服务器||
1186|Unit 20|服用|fúyòng||take medicine|饭后服用；服用中药||
1187|Unit 20|俘获|fúhuò||capture|俘获敌人；被俘获||
1188|Unit 20|俘虏|fúlǔ||captive|交换俘虏；释放俘虏||
1189|Unit 20|浮力|fúlì||buoyancy|海水的浮力比较大；依靠浮力||
1190|Unit 20|浮现|fúxiàn||appear in one's mind|浮现在眼前；脸上浮现出笑容||
1191|Unit 20|浮躁|fúzào||impetuous|浮躁不安；浮躁的心||
1192|Unit 20|辐射|fúshè||radiate|核辐射；受到辐射||
1193|Unit 20|福气|fúqì||good fortune|有福气；福气大||
1194|Unit 20|抚摸|fǔmō||stroke|抚摸着孩子的脸；轻轻抚摸||
1195|Unit 20|抚恤|fǔxù||console and compensate|抚恤金；抚恤受工伤的人员||
1196|Unit 20|抚养|fǔyǎng||raise; bring up|抚养孩子长大成人；抚养子女||
1197|Unit 20|抚养费|fǔyǎngfèi||maintenance|提供抚养费；子女抚养费||
1198|Unit 20|斧子|fǔzi||axe|一把斧子；用斧子砍||
1199|Unit 20|俯首|fǔshǒu||bow down; obey|俯首认罪；俯首听命||
1200|Unit 20|辅导|fǔdǎo||tutor; guide|辅导作业；辅导功课||
1201|Unit 21|腐败|fǔbài||corruption|政治腐败；腐败分子|zhèngzhì fǔbài; fǔbài fènzǐ|political corruption; corrupt elements
1202|Unit 21|腐化|fǔhuà||corrupt; degenerate|生活腐化；思想腐化|shēnghuó fǔhuà; sīxiǎng fǔhuà|a decadent lifestyle; ideological corruption
1203|Unit 21|腐烂|fǔlàn||rot|冷藏可以延缓水果腐烂。|lěngcáng kěyǐ yánhuǎn shuǐguǒ fǔlàn|Refrigeration can slow the rotting of fruit.
1204|Unit 21|腐蚀|fǔshí||corrode|腐蚀金属；思想被腐蚀|fǔshí jīnshǔ; sīxiǎng bèi fǔshí|corrode metal; one's thinking becomes corrupted
1205|Unit 21|腐朽|fǔxiǔ||rotten; decadent|腐朽的木头；腐朽的生活|fǔxiǔ de mùtou; fǔxiǔ de shēnghuó|rotten wood; decadent life
1206|Unit 21|付费|fùfèi||pay a fee|付费内容；付费观看|fùfèi nèiróng; fùfèi guānkàn|paid content; pay-per-view
1207|Unit 21|付款|fùkuǎn||make payment|现金付款；在哪儿付款|xiànjīn fùkuǎn; zài nǎr fùkuǎn|pay in cash; where do I pay?
1208|Unit 21|负面|fùmiàn||negative|负面新闻；负面影响|fùmiàn xīnwén; fùmiàn yǐngxiǎng|negative news; negative impact
1209|Unit 21|负有|fùyǒu||bear responsibility|父母对子女负有抚养义务。|fùmǔ duì zǐnǚ fùyǒu fǔyǎng yìwù|Parents have an obligation to raise their children.
1210|Unit 21|附|fù||attach|最好在简历中附上照片。|zuìhǎo zài jiǎnlì zhōng fù shàng zhàopiàn|Attach a photo to your résumé.
1211|Unit 21|附带|fùdài||attach; incidental|我给你这笔钱不附带任何条件。|wǒ gěi nǐ zhè bǐ qián bù fùdài rènhé tiáojiàn|This money comes with no conditions.
1212|Unit 21|附和|fùhè||echo; agree|出声附和；附和别人的意见|chūshēng fùhè; fùhè biérén de yìjiàn|voice agreement; echo others' opinions
1213|Unit 21|附加|fùjiā||add; append|附加条件；附加手续费|fùjiā tiáojiàn; fùjiā shǒuxùfèi|additional conditions; extra service fee
1214|Unit 21|附属|fùshǔ||affiliated|这家医院附属于山东大学。|zhè jiā yīyuàn fùshǔ yú Shāndōng Dàxué|This hospital is affiliated with Shandong University.
1215|Unit 21|赴|fù||go to; attend|赴京；赴会|fù jīng; fù huì|go to Beijing; attend a meeting
1216|Unit 21|复查|fùchá||follow-up check|复查身体；去医院复查|fùchá shēntǐ; qù yīyuàn fùchá|re-examine one's health; go to the hospital for a follow-up
1217|Unit 21|复发|fùfā||relapse|旧病复发；无复发可能|jiùbìng fùfā; wú fùfā kěnéng|an old illness relapses; no possibility of recurrence
1218|Unit 21|复合|fùhé||compound|复合词；复合材料|fùhécí; fùhé cáiliào|compound word; composite material
1219|Unit 21|复活|fùhuó||revive|复活全球经济活力|fùhuó quánqiú jīngjì huólì|revive global economic vitality
1220|Unit 21|复兴|fùxīng||rejuvenate|民族复兴；文艺复兴|mínzú fùxīng; wényì fùxīng|national rejuvenation; Renaissance
1221|Unit 21|复原|fùyuán||recover|被破坏的墙体已经无法复原了。|bèi pòhuài de qiángtǐ yǐjīng wúfǎ fùyuán le|The damaged wall can no longer be restored.
1222|Unit 21|副作用|fùzuòyòng||side effect|这种药的副作用之一就是爱出汗。|zhè zhǒng yào de fùzuòyòng zhī yī jiù shì ài chūhàn|One side effect is excessive sweating.
1223|Unit 21|赋予|fùyǔ||endow|赋予重任；赋予权利|fùyǔ zhòngrèn; fùyǔ quánlì|entrust an important task; grant rights
1224|Unit 21|富含|fùhán||be rich in|富含水分；富含维生素|fùhán shuǐfèn; fùhán wéishēngsù|rich in water; rich in vitamins
1225|Unit 21|富豪|fùháo||tycoon|大富豪；亿万富豪|dà fùháo; yìwàn fùháo|tycoon; billionaire
1226|Unit 21|富强|fùqiáng||prosperous and strong|民族富强；使国家富强|mínzú fùqiáng; shǐ guójiā fùqiáng|national prosperity; strengthen the nation
1227|Unit 21|富翁|fùwēng||millionaire|大富翁；精神富翁|dà fùwēng; jīngshén fùwēng|rich man; spiritually rich person
1228|Unit 21|富裕|fùyù||affluent|生活富裕；富裕起来|shēnghuó fùyù; fùyù qǐlái|well-off life
1229|Unit 21|富足|fùzú||abundant|富足的日子；富足的食品供应|fùzú de rìzi; fùzú de shípǐn gōngyìng|abundant life; abundant food supply
1230|Unit 21|腹部|fùbù||abdomen|腹部肥胖；腹部疼痛|fùbù féipàng; fùbù téngtòng|abdominal obesity; abdominal pain
1231|Unit 21|腹泻|fùxiè||diarrhea|引起腹泻；出现腹泻的症状|yǐnqǐ fùxiè; chūxiàn fùxiè de zhèngzhuàng|cause diarrhea; diarrhea symptoms
1232|Unit 21|覆盖|fùgài||cover|覆盖范围；南极大陆长年覆盖着冰雪|fùgài fànwéi; nánjí dàlù chángnián fùgài zhe bīngxuě|coverage; Antarctica is covered by ice
1233|Unit 21|该|gāi||this; the said|该校；该生|gāi xiào; gāi shēng|the school; the student
1234|Unit 21|改版|gǎibǎn||revise edition|杂志改版；全面改版|zázhì gǎibǎn; quánmiàn gǎibǎn|magazine redesign
1235|Unit 21|改编|gǎibiān||adapt|经过改编；把小说改编成电影|jīngguò gǎibiān; bǎ xiǎoshuō gǎibiān chéng diànyǐng|adapt a novel into a movie
1236|Unit 21|改动|gǎidòng||change|改动了一些词；全面改动|gǎidòng le yìxiē cí; quánmiàn gǎidòng|made some changes
1237|Unit 21|改革开放|gǎigé kāifàng||Reform and Opening-up|改革开放以来|gǎigé kāifàng yǐlái|since Reform and Opening-up
1238|Unit 21|改良|gǎiliáng||improve|改良品种；改良制度|gǎiliáng pǐnzhǒng; gǎiliáng zhìdù|improve a variety; reform a system
1239|Unit 21|改名|gǎimíng||rename|改名换姓；给……改名|gǎimíng huànxìng; gěi ... gǎimíng|change one's name
1240|Unit 21|改日|gǎirì||another day|改日再来；改日邀请你|gǎirì zàilái; gǎirì yāoqǐng nǐ|come another day
1241|Unit 21|改为|gǎiwéi||change to|喝咖啡改为喝茶；两年改为三年|hē kāfēi gǎiwéi hē chá; liǎng nián gǎiwéi sān nián|change from coffee to tea
1242|Unit 21|改邪归正|gǎixié-guīzhèng||turn over a new leaf|他希望改邪归正，过安稳平静的生活。|tā xīwàng gǎixié-guīzhèng, guò ānwěn píngjìng de shēnghuó|He hopes to reform and live peacefully.
1243|Unit 21|钙|gài||calcium|补钙；钙片|bǔ gài; gài piàn|supplement calcium; calcium tablets
1244|Unit 21|盖子|gàizi||lid|瓶盖子；盖上盖子|píng gàizi; gài shàng gàizi|bottle cap; put the lid on
1245|Unit 21|概况|gàikuàng||overview|中国概况；地理概况|Zhōngguó gàikuàng; dìlǐ gàikuàng|overview of China; geographic overview
1246|Unit 21|概率|gàilǜ||probability|概率为零；赢的概率很大|gàilǜ wéi líng; yíng de gàilǜ hěn dà|probability is zero; high chance of winning
1247|Unit 21|概论|gàilùn||introduction|《中国文学概论》|Zhōngguó Wénxué Gàilùn|Introduction to Chinese Literature
1248|Unit 21|干戈|gāngē||warfare|干戈四起；大动干戈|gāngē sì qǐ; dà dòng gāngē|wars break out everywhere; resort to force
1249|Unit 21|干旱|gānhàn||drought|干旱地区；干旱少雨|gānhàn dìqū; gānhàn shǎo yǔ|arid region; little rainfall
1250|Unit 21|干燥|gānzào||dry|气候干燥；干燥的皮肤|qìhòu gānzào; gānzào de pífū|dry climate; dry skin
1251|Unit 21|甘心|gānxīn||be willing|甘心做这件事；不拿到金牌决不甘心|gānxīn zuò zhè jiàn shì; bù nádào jīnpái jué bù gānxīn|willing to do it; won't be satisfied without gold
1252|Unit 21|肝脏|gānzàng||liver|肝脏功能；检查肝脏|gānzàng gōngnéng; jiǎnchá gānzàng|liver function; examine the liver
1253|Unit 21|尴尬|gāngà||awkward|表情尴尬；感到尴尬|biǎoqíng gāngà; gǎndào gāngà|awkward expression; feel embarrassed
1254|Unit 21|赶赴|gǎnfù||rush to|赶赴现场；赶赴灾区|gǎnfù xiànchǎng; gǎnfù zāiqū|rush to the scene; rush to disaster area
1255|Unit 21|赶往|gǎnwǎng||hurry to|赶往公司；赶往机场|gǎnwǎng gōngsī; gǎnwǎng jīchǎng|hurry to company; hurry to airport
1256|Unit 21|敢情|gǎnqing||so it turns out|怪不得这么冷，敢情是下雪了。|guàibude zhème lěng, gǎnqing shì xiàxuě le|No wonder it's cold—it snowed.
1257|Unit 21|感|gǎn||feeling|强烈的责任感；有安全感|qiángliè de zérèngǎn; yǒu ānquángǎn|sense of responsibility; sense of security
1258|Unit 21|感触|gǎnchù||impression|看了这部电影，我很有感触。|kàn le zhè bù diànyǐng, wǒ hěn yǒu gǎnchù|The movie moved me deeply.
1259|Unit 21|感恩|gǎn'ēn||be grateful|感恩不尽；不知感恩|gǎn'ēn bù jìn; bù zhī gǎn'ēn|deeply grateful; ungrateful
1260|Unit 21|感激|gǎnjī||appreciate|很感激他；感激您给我的帮助|hěn gǎnjī tā; gǎnjī nín gěi wǒ de bāngzhù|appreciate him; thank you for your help
1321|Unit 23|个头儿|gètóur|n.|size; height|他个头儿很高，适合打篮球。||He is very tall and is well suited for basketball.
1322|Unit 23|各奔前程|gè bèn qián chéng|idiom|each pursues his own course|毕业以后，同学们都各奔前程了。||After graduation, the classmates all went their separate ways.
1323|Unit 23|各式各样|gè shì gè yàng|idiom|of various kinds|商店里有各式各样的衣服。||The store has clothes of all kinds.
1324|Unit 23|根基|gēnjī|n.|foundation|学习语言要打好根基。||To learn a language well, you must build a solid foundation.
